id	filename	md5	size	state
452e9e11-5545-4e7a-abfb-2486e70206bd	452e9e11-5545-4e7a-abfb-2486e70206bd/f9203ebe-d6c3-423b-ad65-28db38612f89.rna_seq.augmented_star_gene_counts.tsv	cf9dd4e969dd0b04161b41a1be7bdd1f	4248394	validated
4cac7145-605b-43d2-a1e3-309971cbe173	4cac7145-605b-43d2-a1e3-309971cbe173/94e93460-c9fc-48f9-a2de-3722231f54b6.rna_seq.augmented_star_gene_counts.tsv	6a6a702b5f75a8c6eb8e5b768b30042e	4244520	validated
54600389-6de5-44ce-ada1-8a8508b50980	54600389-6de5-44ce-ada1-8a8508b50980/65ba302c-51a9-4493-8d28-e7bc076bca54.rna_seq.augmented_star_gene_counts.tsv	368b9e09d3826de28b4c7e26eb1bb152	4232307	validated
5997bdf5-2741-42c5-a01c-807864504c55	5997bdf5-2741-42c5-a01c-807864504c55/675732d7-23c5-436b-b21a-104081feb1be.rna_seq.augmented_star_gene_counts.tsv	692f305d6bc1cd65cc680ece0036a0e3	4253111	validated
62a4b965-7aaa-4bd4-b469-57a713b2e9fd	62a4b965-7aaa-4bd4-b469-57a713b2e9fd/064d1578-9fb7-439c-9644-d4cb6389ec9d.rna_seq.augmented_star_gene_counts.tsv	613f2feadffe04aecd532ec2c1b9d1d1	4252172	validated
70c9af7f-8a58-434f-8f45-098ef0450319	70c9af7f-8a58-434f-8f45-098ef0450319/e3c0a094-5504-4b74-9e0d-c73e84dc3901.rna_seq.augmented_star_gene_counts.tsv	9dcb9bb192dacbe97c6b2e994b0178a2	4217912	validated
76bcf698-d2da-42de-b33c-c5deb721c643	76bcf698-d2da-42de-b33c-c5deb721c643/1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.augmented_star_gene_counts.tsv	ce44205e8457d0a0303352a0b74b49ab	4233132	validated
773071d4-438a-4da7-b833-d2d172c4c4e2	773071d4-438a-4da7-b833-d2d172c4c4e2/358a0311-c6aa-456d-a52b-6b6b08b0a863.rna_seq.augmented_star_gene_counts.tsv	8fd28d178841468e8ff7473d1521e1af	4246902	validated
82004d79-07d3-4a01-b266-4d36353ba561	82004d79-07d3-4a01-b266-4d36353ba561/e38d31b7-ad89-4fff-93d5-05f49998727b.rna_seq.augmented_star_gene_counts.tsv	cab5ae5cef16e840b8bd7d3b20f8a0d7	4255419	validated
83f2e26b-fefd-4027-ac5e-fa204ec9f084	83f2e26b-fefd-4027-ac5e-fa204ec9f084/a455069c-8869-4af8-949c-edfee0a05f51.rna_seq.augmented_star_gene_counts.tsv	2a196a028ad890402b9b8d4fa7512652	4219291	validated
8f79405a-c78e-4a9e-a673-969658a0f90b	8f79405a-c78e-4a9e-a673-969658a0f90b/c95b28ad-6de7-4494-b88a-7fc00ba9ee0a.rna_seq.augmented_star_gene_counts.tsv	ef849308b85a753fd04ee4dee2632fc4	4233786	validated
92431faf-af89-4f25-be07-61ac770b9633	92431faf-af89-4f25-be07-61ac770b9633/f4bbad06-fb0c-4064-8a05-18b30a16207a.rna_seq.augmented_star_gene_counts.tsv	040c5da1036dfe1e15b149b892bd701e	4244431	validated
a17d51b5-c397-4591-a227-dc0425948420	a17d51b5-c397-4591-a227-dc0425948420/3f4afc9c-562a-4ef4-a6cb-ff426357a614.rna_seq.augmented_star_gene_counts.tsv	bd89cc177620eaa610560f2746876e82	4236406	validated
a3039f53-9e11-4b53-b65e-ea5e14914ef0	a3039f53-9e11-4b53-b65e-ea5e14914ef0/d667391d-a4f9-40b8-9758-4b9246f49dfc.rna_seq.augmented_star_gene_counts.tsv	b2f78034ae917434390f8a6f2b28789f	4244778	validated
a83dac26-4fdb-4819-be18-a6e03641fb80	a83dac26-4fdb-4819-be18-a6e03641fb80/cf3fe851-479f-4d22-9daf-99b163d0ed06.rna_seq.augmented_star_gene_counts.tsv	3417276e95f973df4f39d80386376d81	4236219	validated
aa4bc249-100e-4cf6-8356-1dc96b7dbea9	aa4bc249-100e-4cf6-8356-1dc96b7dbea9/48e1886c-614d-4e2c-bf34-936fd82969c1.rna_seq.augmented_star_gene_counts.tsv	66cbd7509e2c9d6590838ceec1f253cf	4251389	validated
ac70b1a2-ff7d-49db-a962-4c07479d50b6	ac70b1a2-ff7d-49db-a962-4c07479d50b6/89f7da93-c1fd-410b-8479-64ad9bed850e.rna_seq.augmented_star_gene_counts.tsv	d6b4b67b08ed9424127846c02d974891	4254742	validated
ae7a394e-b030-46d3-8cf2-c378c0afdc81	ae7a394e-b030-46d3-8cf2-c378c0afdc81/c48d2d0e-5626-42b3-b508-75b3cceb053f.rna_seq.augmented_star_gene_counts.tsv	c0db94905a495416a87264a1f99b4e9c	4236608	validated
b01d7dfd-b577-48b8-8bf2-3c74bb617601	b01d7dfd-b577-48b8-8bf2-3c74bb617601/6732c6de-0725-4a08-a1d7-211338a4363c.rna_seq.augmented_star_gene_counts.tsv	f93163bffb3fc83f8eb0b8e13a32cb52	4227746	validated
b1ad91fb-fb78-4896-83cd-dad028a1d297	b1ad91fb-fb78-4896-83cd-dad028a1d297/e49fbda2-881a-43c1-9c16-0b07fdd281a7.rna_seq.augmented_star_gene_counts.tsv	30722c7f785cc4216cfd3b61fc6c0e76	4228868	validated
b2f5c7b1-96c1-4928-83e9-4f67ace3158e	b2f5c7b1-96c1-4928-83e9-4f67ace3158e/3cf6f0ec-e11f-4a59-8d86-3e0bbc01f8e9.rna_seq.augmented_star_gene_counts.tsv	e64b1b2a9c3823355355c1706fde6b93	4241895	validated
b5994562-8eab-43a5-9846-cd3916a9260f	b5994562-8eab-43a5-9846-cd3916a9260f/24e5d229-23d1-49c2-bc00-ad3441b324cc.rna_seq.augmented_star_gene_counts.tsv	d8535524a6a0b56cdf52b9290d685045	4243277	validated
b9220098-f6f9-4732-8e94-3c9eeb4b8479	b9220098-f6f9-4732-8e94-3c9eeb4b8479/c84dbd50-ff69-4824-afe5-1eaec5780d27.rna_seq.augmented_star_gene_counts.tsv	708cd9bb695167f76a0483c660d748dd	4228429	validated
bc23716d-70e8-486e-b512-8c45654d5d83	bc23716d-70e8-486e-b512-8c45654d5d83/8411b896-9d24-47d3-8a28-1c9cd6313939.rna_seq.augmented_star_gene_counts.tsv	bc80ab17c6c16c9286526c9d13f1b9bd	4235724	validated
be386ce9-a12f-4c16-80ba-a5d47d5b374e	be386ce9-a12f-4c16-80ba-a5d47d5b374e/13daffbb-aa53-44f9-a6ed-5fd43ed37471.rna_seq.augmented_star_gene_counts.tsv	f1186dfb90ed4942b330147c414b790f	4246188	validated
be4d1c31-e925-4eb0-aa96-974b6f6bcc07	be4d1c31-e925-4eb0-aa96-974b6f6bcc07/1babcd23-5abc-4f27-b367-a093590e9f6d.rna_seq.augmented_star_gene_counts.tsv	b2e419734564a48a33982e0f82c79efc	4227246	validated
c3b9e954-9acd-481d-b6d1-86db1e62d037	c3b9e954-9acd-481d-b6d1-86db1e62d037/c0285709-159c-46dd-8bd8-50fad06513dd.rna_seq.augmented_star_gene_counts.tsv	cc3b27e01805c24b0161bf15802b7a07	4232411	validated
c64a0adb-56a8-4966-9dd9-1acd789c1bb3	c64a0adb-56a8-4966-9dd9-1acd789c1bb3/c50adee7-f053-484e-8a2f-f66c94a14fd3.rna_seq.augmented_star_gene_counts.tsv	5f1ed50dda35f2969f8fc0ca54975bb0	4233670	validated
d2b6c967-b505-4f52-a4f7-91b6e8acbd1f	d2b6c967-b505-4f52-a4f7-91b6e8acbd1f/56c85bd5-c353-457a-94a9-91a3cc0ac4e0.rna_seq.augmented_star_gene_counts.tsv	3db54e9dd66ec8eaa9a2beb63f51a610	4272295	validated
d4943f66-388e-4c86-b61a-5ef9fef34eff	d4943f66-388e-4c86-b61a-5ef9fef34eff/240a1e61-5188-4249-b6dd-d6e0d7935d8d.rna_seq.augmented_star_gene_counts.tsv	8bb0ee9ef90cf4ab299aecc3dcf6d3e2	4256665	validated
d84ce38f-afb8-4b1a-9a5f-f62d59577b3d	d84ce38f-afb8-4b1a-9a5f-f62d59577b3d/4066800d-0b9e-4263-ba24-cab271630e41.rna_seq.augmented_star_gene_counts.tsv	0f2a1d55eaa4724936e7a5af690f6755	4238507	validated
d8ac1c2a-1820-4174-99e3-524b334df490	d8ac1c2a-1820-4174-99e3-524b334df490/078f6959-adcf-44a5-91d2-2581ba3c8e62.rna_seq.augmented_star_gene_counts.tsv	899d4a95da83ad0c9e794b70d8c69ec0	4273980	validated
ddd1c3de-8266-4f56-a982-bcc20b868e90	ddd1c3de-8266-4f56-a982-bcc20b868e90/a33f7e32-cc76-476b-b35c-b03864b72cbb.rna_seq.augmented_star_gene_counts.tsv	95b25e2bde9bf25ece523f6805669eda	4217401	validated
df176b72-7266-4eeb-a3ed-8f09199c1963	df176b72-7266-4eeb-a3ed-8f09199c1963/02423743-43b4-494b-acd9-1cd3bcd3d395.rna_seq.augmented_star_gene_counts.tsv	600957a99a379c64450a6b03903517a3	4254230	validated
e5363f56-84fa-4b66-a005-1e7cdcb84c2f	e5363f56-84fa-4b66-a005-1e7cdcb84c2f/7d787768-efb1-462d-b5aa-5cbf6fc543d4.rna_seq.augmented_star_gene_counts.tsv	3afd6b79598b3c63ef8b737db46c9c7b	4211050	validated
ec9fb459-42b7-47eb-8c3a-48f492a7b2dc	ec9fb459-42b7-47eb-8c3a-48f492a7b2dc/3b1b46e1-f475-46f0-af79-0b9296164be3.rna_seq.augmented_star_gene_counts.tsv	23b6228b2b9b44917112f531ad5f820c	4254162	validated
ece7c643-e0b9-4b65-b6f5-89c414c1bfea	ece7c643-e0b9-4b65-b6f5-89c414c1bfea/7e6ed4fc-b4bf-46c7-9f31-24a0c32c039e.rna_seq.augmented_star_gene_counts.tsv	7e032c9132f1ba39335b819afd53c06f	4247809	validated
f377c267-d5eb-4542-bd0d-e87f957f3154	f377c267-d5eb-4542-bd0d-e87f957f3154/eed349c6-a5ed-4543-ae8d-67b394b26c7a.rna_seq.augmented_star_gene_counts.tsv	8b3d6cbd47bf866e4568834f7b875157	4246442	validated
fae4edd8-db77-4937-94c4-3b16d39fb8c9	fae4edd8-db77-4937-94c4-3b16d39fb8c9/aa3cbc51-b74d-44b1-9043-cb2b9855a72b.rna_seq.augmented_star_gene_counts.tsv	9c73b45ade85c09e2b0a5896c60d7374	4224511	validated
